bugid	buggy	buggy_class	suspiciousness	buggy_line	endbuggycode	failing_test_number	original_buggy	action	patch	execution_result	diagnosis	previous_bug_id	original_failing_test_number
104373	[BUG]  [BUGGY]  this.value  =  value  /  20.0;  [FE]  b=0]>  [CONTEXT]            public  ValueMarker(double  value,  Paint  paint,  Stroke  stroke,  Paint  outlinePaint,  Stroke  outlineStroke,  float  alpha)  {  super(paint,  stroke,  paint,  stroke,  alpha);            [BUGGY]  this.value  =  value  /  20.0;  [BUGGY]            }  [CLASS]  ValueMarker  [METHOD]  <init>  [RETURN_TYPE]  Stroke,float)  double  value  Paint  paint  Stroke  stroke  Paint  outlinePaint  Stroke  outlineStroke  float  alpha  [VARIABLES]  Stroke  outlineStroke  stroke  Paint  outlinePaint  paint  boolean  float  alpha  double  value  	projects/Chart20/source/org/jfree/chart/plot/ValueMarker.java	1.0	96	96	1	replace	this.value  =  value  /  20.0;	  	compilable	  [FE]  b=0]>	17396	1
104378	[BUG]  [BUGGY]  [FE]  b=0]>  [CONTEXT]            public  ValueMarker(double  value,  Paint  paint,  Stroke  stroke,  Paint  outlinePaint,  Stroke  outlineStroke,  float  alpha)  {  super(paint,  stroke,  paint,  stroke,  alpha);            [BUGGY]  this.value  =  value  %  30.0;  [BUGGY]            }  [CLASS]  ValueMarker  [METHOD]  <init>  [RETURN_TYPE]  Stroke,float)  double  value  Paint  paint  Stroke  stroke  Paint  outlinePaint  Stroke  outlineStroke  float  alpha  [VARIABLES]  Stroke  outlineStroke  stroke  Paint  outlinePaint  paint  boolean  float  alpha  double  value  	projects/Chart20/source/org/jfree/chart/plot/ValueMarker.java	1.0	96	96	1	add	this.value  =  value  %  30.0;	  this.value    =    value    %    20.0;    	compilable	  [FE]  b=0]>	17397	1
104379	[BUG]  [BUGGY]  this.value  =  value  %  30.0;  [FE]  b=0]>  [CONTEXT]            public  ValueMarker(double  value,  Paint  paint,  Stroke  stroke,  Paint  outlinePaint,  Stroke  outlineStroke,  float  alpha)  {  super(paint,  stroke,  paint,  stroke,  alpha);            [BUGGY]  this.value  =  value  %  30.0;  [BUGGY]            }  [CLASS]  ValueMarker  [METHOD]  <init>  [RETURN_TYPE]  Stroke,float)  double  value  Paint  paint  Stroke  stroke  Paint  outlinePaint  Stroke  outlineStroke  float  alpha  [VARIABLES]  Stroke  outlineStroke  stroke  Paint  outlinePaint  paint  boolean  float  alpha  double  value  	projects/Chart20/source/org/jfree/chart/plot/ValueMarker.java	1.0	96	96	1	replace	this.value  =  value  %  30.0;	  this.value    =    value    %    20.0;    	compilable	  [FE]  b=0]>	17397	1
105205	[BUG]  [BUGGY]  [FE]  AssertionFailedError  [CONTEXT]            public  ValueMarker(double  value,  Paint  paint,  Stroke  stroke,  Paint  outlinePaint,  Stroke  outlineStroke,  float  alpha)  {  super(paint,  stroke,  paint,  stroke,  alpha);            [BUGGY]  this.value  =(double)(this.value  /  2.0);  if(this.value!=  0.0)  {  this.value  =(double)(this.value  /  2.0);  }  [BUGGY]            }  [CLASS]  ValueMarker  [METHOD]  <init>  [RETURN_TYPE]  Stroke,float)  double  value  Paint  paint  Stroke  stroke  Paint  outlinePaint  Stroke  outlineStroke  float  alpha  [VARIABLES]  Stroke  outlineStroke  stroke  Paint  outlinePaint  paint  boolean  float  alpha  double  value  	projects/Chart20/source/org/jfree/chart/plot/ValueMarker.java	1.0	96	96	1	add	this.value  =(double)(this.value  /  2.0);  if(this.value!=  0.0)  {  this.value  =(double)(this.value  /  2.0);  }	  if(this.value    >    0.0)    {    this.value    =(double)(this.value    /    2.0);    }    else    {    this.value    =(double)(this.value    /    2.0);    }    	compilable	  [FE]  AssertionFailedError	17535	1
105206	[BUG]  [BUGGY]  this.value  =(double)(this.value  /  2.0);  if(this.value!=  0.0)  {  this.value  =(double)(this.value  /  2.0);  }  [FE]  AssertionFailedError  [CONTEXT]            public  ValueMarker(double  value,  Paint  paint,  Stroke  stroke,  Paint  outlinePaint,  Stroke  outlineStroke,  float  alpha)  {  super(paint,  stroke,  paint,  stroke,  alpha);            [BUGGY]  this.value  =(double)(this.value  /  2.0);  if(this.value!=  0.0)  {  this.value  =(double)(this.value  /  2.0);  }  [BUGGY]            }  [CLASS]  ValueMarker  [METHOD]  <init>  [RETURN_TYPE]  Stroke,float)  double  value  Paint  paint  Stroke  stroke  Paint  outlinePaint  Stroke  outlineStroke  float  alpha  [VARIABLES]  Stroke  outlineStroke  stroke  Paint  outlinePaint  paint  boolean  float  alpha  double  value  	projects/Chart20/source/org/jfree/chart/plot/ValueMarker.java	1.0	96	96	1	replace	this.value  =(double)(this.value  /  2.0);  if(this.value!=  0.0)  {  this.value  =(double)(this.value  /  2.0);  }	  if(this.value    >    0.0)    {    this.value    =(double)(this.value    /    2.0);    }    else    {    this.value    =(double)(this.value    /    2.0);    }    	compilable	  [FE]  AssertionFailedError	17535	1
110456	[BUG]  [BUGGY]  [FE]  b=0]>  [CONTEXT]            public  ValueMarker(double  value,  Paint  paint,  Stroke  stroke,  Paint  outlinePaint,  Stroke  outlineStroke,  float  alpha)  {  super(paint,  stroke,  paint,  stroke,  alpha);            [BUGGY]  if(this.value!=  value)  {  this.value  =  value  *  4;  }  [BUGGY]            }  [CLASS]  ValueMarker  [METHOD]  <init>  [RETURN_TYPE]  Stroke,float)  double  value  Paint  paint  Stroke  stroke  Paint  outlinePaint  Stroke  outlineStroke  float  alpha  [VARIABLES]  Stroke  outlineStroke  stroke  Paint  outlinePaint  paint  boolean  float  alpha  double  value  	projects/Chart20/source/org/jfree/chart/plot/ValueMarker.java	1.0	96	96	1	add	if(this.value!=  value)  {  this.value  =  value  *  4;  }	  	compilable	  [FE]  b=0]>	18410	1
110457	[BUG]  [BUGGY]  if(this.value!=  value)  {  this.value  =  value  *  4;  }  [FE]  b=0]>  [CONTEXT]            public  ValueMarker(double  value,  Paint  paint,  Stroke  stroke,  Paint  outlinePaint,  Stroke  outlineStroke,  float  alpha)  {  super(paint,  stroke,  paint,  stroke,  alpha);            [BUGGY]  if(this.value!=  value)  {  this.value  =  value  *  4;  }  [BUGGY]            }  [CLASS]  ValueMarker  [METHOD]  <init>  [RETURN_TYPE]  Stroke,float)  double  value  Paint  paint  Stroke  stroke  Paint  outlinePaint  Stroke  outlineStroke  float  alpha  [VARIABLES]  Stroke  outlineStroke  stroke  Paint  outlinePaint  paint  boolean  float  alpha  double  value  	projects/Chart20/source/org/jfree/chart/plot/ValueMarker.java	1.0	96	96	1	replace	if(this.value!=  value)  {  this.value  =  value  *  4;  }	  	compilable	  [FE]  b=0]>	18410	1
104414	[BUG]  [BUGGY]  [FE]  b=0]>  [CONTEXT]            public  ValueMarker(double  value,  Paint  paint,  Stroke  stroke,  Paint  outlinePaint,  Stroke  outlineStroke,  float  alpha)  {  super(paint,  stroke,  paint,  stroke,  alpha);            [BUGGY]  this.value  =  value  %  2  *  1;  [BUGGY]            }  [CLASS]  ValueMarker  [METHOD]  <init>  [RETURN_TYPE]  Stroke,float)  double  value  Paint  paint  Stroke  stroke  Paint  outlinePaint  Stroke  outlineStroke  float  alpha  [VARIABLES]  Stroke  outlineStroke  stroke  Paint  outlinePaint  paint  boolean  float  alpha  double  value  	projects/Chart20/source/org/jfree/chart/plot/ValueMarker.java	1.0	96	96	1	add	this.value  =  value  %  2  *  1;	  this.value    =    value    %    2    -    1;    	compilable	  [FE]  b=0]>	17403	1
104415	[BUG]  [BUGGY]  this.value  =  value  %  2  *  1;  [FE]  b=0]>  [CONTEXT]            public  ValueMarker(double  value,  Paint  paint,  Stroke  stroke,  Paint  outlinePaint,  Stroke  outlineStroke,  float  alpha)  {  super(paint,  stroke,  paint,  stroke,  alpha);            [BUGGY]  this.value  =  value  %  2  *  1;  [BUGGY]            }  [CLASS]  ValueMarker  [METHOD]  <init>  [RETURN_TYPE]  Stroke,float)  double  value  Paint  paint  Stroke  stroke  Paint  outlinePaint  Stroke  outlineStroke  float  alpha  [VARIABLES]  Stroke  outlineStroke  stroke  Paint  outlinePaint  paint  boolean  float  alpha  double  value  	projects/Chart20/source/org/jfree/chart/plot/ValueMarker.java	1.0	96	96	1	replace	this.value  =  value  %  2  *  1;	  this.value    =    value    %    2    -    1;    	compilable	  [FE]  b=0]>	17403	1
111692	[BUG]  [BUGGY]  [FE]  AssertionFailedError  [CONTEXT]            public  ValueMarker(double  value,  Paint  paint,  Stroke  stroke,  Paint  outlinePaint,  Stroke  outlineStroke,  float  alpha)  {  super(paint,  stroke,  paint,  stroke,  alpha);            [BUGGY]  this.value  =(double)(this.value  /  2);  if(this.value  <  value)  {  this.value  =(double)(this.value  /  2);  }  [BUGGY]            }  [CLASS]  ValueMarker  [METHOD]  <init>  [RETURN_TYPE]  Stroke,float)  double  value  Paint  paint  Stroke  stroke  Paint  outlinePaint  Stroke  outlineStroke  float  alpha  [VARIABLES]  Stroke  outlineStroke  stroke  Paint  outlinePaint  paint  boolean  float  alpha  double  value  	projects/Chart20/source/org/jfree/chart/plot/ValueMarker.java	1.0	96	96	1	add	this.value  =(double)(this.value  /  2);  if(this.value  <  value)  {  this.value  =(double)(this.value  /  2);  }	  if(this.value    >    value)    {    this.value    =(double)(this.value    /    2);    }    else    {    this.value    =(double)(this.value    /    2);    }    	compilable	  [FE]  AssertionFailedError	18616	1
111693	[BUG]  [BUGGY]  this.value  =(double)(this.value  /  2);  if(this.value  <  value)  {  this.value  =(double)(this.value  /  2);  }  [FE]  AssertionFailedError  [CONTEXT]            public  ValueMarker(double  value,  Paint  paint,  Stroke  stroke,  Paint  outlinePaint,  Stroke  outlineStroke,  float  alpha)  {  super(paint,  stroke,  paint,  stroke,  alpha);            [BUGGY]  this.value  =(double)(this.value  /  2);  if(this.value  <  value)  {  this.value  =(double)(this.value  /  2);  }  [BUGGY]            }  [CLASS]  ValueMarker  [METHOD]  <init>  [RETURN_TYPE]  Stroke,float)  double  value  Paint  paint  Stroke  stroke  Paint  outlinePaint  Stroke  outlineStroke  float  alpha  [VARIABLES]  Stroke  outlineStroke  stroke  Paint  outlinePaint  paint  boolean  float  alpha  double  value  	projects/Chart20/source/org/jfree/chart/plot/ValueMarker.java	1.0	96	96	1	replace	this.value  =(double)(this.value  /  2);  if(this.value  <  value)  {  this.value  =(double)(this.value  /  2);  }	  if(this.value    >    value)    {    this.value    =(double)(this.value    /    2);    }    else    {    this.value    =(double)(this.value    /    2);    }    	compilable	  [FE]  AssertionFailedError	18616	1
111722	[BUG]  [BUGGY]  [FE]  b=0]>  [CONTEXT]            public  ValueMarker(double  value,  Paint  paint,  Stroke  stroke,  Paint  outlinePaint,  Stroke  outlineStroke,  float  alpha)  {  super(paint,  stroke,  paint,  stroke,  alpha);            [BUGGY]  if(this.value!=  0.0)  {  this.value  =(double)(this.value  /  2  +  1);  }  else  {  this.value  =(double)(this.value  /  2  +  1);  }  [BUGGY]            }  [CLASS]  ValueMarker  [METHOD]  <init>  [RETURN_TYPE]  Stroke,float)  double  value  Paint  paint  Stroke  stroke  Paint  outlinePaint  Stroke  outlineStroke  float  alpha  [VARIABLES]  Stroke  outlineStroke  stroke  Paint  outlinePaint  paint  boolean  float  alpha  double  value  	projects/Chart20/source/org/jfree/chart/plot/ValueMarker.java	1.0	96	96	1	add	if(this.value!=  0.0)  {  this.value  =(double)(this.value  /  2  +  1);  }  else  {  this.value  =(double)(this.value  /  2  +  1);  }	  	compilable	  [FE]  b=0]>	18621	1
111723	[BUG]  [BUGGY]  if(this.value!=  0.0)  {  this.value  =(double)(this.value  /  2  +  1);  }  else  {  this.value  =(double)(this.value  /  2  +  1);  }  [FE]  b=0]>  [CONTEXT]            public  ValueMarker(double  value,  Paint  paint,  Stroke  stroke,  Paint  outlinePaint,  Stroke  outlineStroke,  float  alpha)  {  super(paint,  stroke,  paint,  stroke,  alpha);            [BUGGY]  if(this.value!=  0.0)  {  this.value  =(double)(this.value  /  2  +  1);  }  else  {  this.value  =(double)(this.value  /  2  +  1);  }  [BUGGY]            }  [CLASS]  ValueMarker  [METHOD]  <init>  [RETURN_TYPE]  Stroke,float)  double  value  Paint  paint  Stroke  stroke  Paint  outlinePaint  Stroke  outlineStroke  float  alpha  [VARIABLES]  Stroke  outlineStroke  stroke  Paint  outlinePaint  paint  boolean  float  alpha  double  value  	projects/Chart20/source/org/jfree/chart/plot/ValueMarker.java	1.0	96	96	1	replace	if(this.value!=  0.0)  {  this.value  =(double)(this.value  /  2  +  1);  }  else  {  this.value  =(double)(this.value  /  2  +  1);  }	  	compilable	  [FE]  b=0]>	18621	1
111723	[BUG]  [BUGGY]  [FE]  b=0]>  [CONTEXT]            public  ValueMarker(double  value,  Paint  paint,  Stroke  stroke,  Paint  outlinePaint,  Stroke  outlineStroke,  float  alpha)  {  super(paint,  stroke,  paint,  stroke,  alpha);            [BUGGY]  if(this.value  <  0.0)  {  this.value  =(double)(this.value  /  2  +  1);  }  else  {  this.value  =(double)(this.value  /  2  +  1);  }  [BUGGY]            }  [CLASS]  ValueMarker  [METHOD]  <init>  [RETURN_TYPE]  Stroke,float)  double  value  Paint  paint  Stroke  stroke  Paint  outlinePaint  Stroke  outlineStroke  float  alpha  [VARIABLES]  Stroke  outlineStroke  stroke  Paint  outlinePaint  paint  boolean  float  alpha  double  value  	projects/Chart20/source/org/jfree/chart/plot/ValueMarker.java	1.0	96	96	1	add	if(this.value  <  0.0)  {  this.value  =(double)(this.value  /  2  +  1);  }  else  {  this.value  =(double)(this.value  /  2  +  1);  }	  	compilable	  [FE]  b=0]>	18621	1
111724	[BUG]  [BUGGY]  if(this.value  <  0.0)  {  this.value  =(double)(this.value  /  2  +  1);  }  else  {  this.value  =(double)(this.value  /  2  +  1);  }  [FE]  b=0]>  [CONTEXT]            public  ValueMarker(double  value,  Paint  paint,  Stroke  stroke,  Paint  outlinePaint,  Stroke  outlineStroke,  float  alpha)  {  super(paint,  stroke,  paint,  stroke,  alpha);            [BUGGY]  if(this.value  <  0.0)  {  this.value  =(double)(this.value  /  2  +  1);  }  else  {  this.value  =(double)(this.value  /  2  +  1);  }  [BUGGY]            }  [CLASS]  ValueMarker  [METHOD]  <init>  [RETURN_TYPE]  Stroke,float)  double  value  Paint  paint  Stroke  stroke  Paint  outlinePaint  Stroke  outlineStroke  float  alpha  [VARIABLES]  Stroke  outlineStroke  stroke  Paint  outlinePaint  paint  boolean  float  alpha  double  value  	projects/Chart20/source/org/jfree/chart/plot/ValueMarker.java	1.0	96	96	1	replace	if(this.value  <  0.0)  {  this.value  =(double)(this.value  /  2  +  1);  }  else  {  this.value  =(double)(this.value  /  2  +  1);  }	  	compilable	  [FE]  b=0]>	18621	1
105237	[BUG]  [BUGGY]  [FE]  b=0]>  [CONTEXT]            public  ValueMarker(double  value,  Paint  paint,  Stroke  stroke,  Paint  outlinePaint,  Stroke  outlineStroke,  float  alpha)  {  super(paint,  stroke,  paint,  stroke,  alpha);            [BUGGY]  if(this.value!=  0.0)  {  this.value  =(double)(this.value  /  2.0);  }  else  {  this.value  =(float)(this.value  /  2.0);  }  [BUGGY]            }  [CLASS]  ValueMarker  [METHOD]  <init>  [RETURN_TYPE]  Stroke,float)  double  value  Paint  paint  Stroke  stroke  Paint  outlinePaint  Stroke  outlineStroke  float  alpha  [VARIABLES]  Stroke  outlineStroke  stroke  Paint  outlinePaint  paint  boolean  float  alpha  double  value  	projects/Chart20/source/org/jfree/chart/plot/ValueMarker.java	1.0	96	96	1	add	if(this.value!=  0.0)  {  this.value  =(double)(this.value  /  2.0);  }  else  {  this.value  =(float)(this.value  /  2.0);  }	  	compilable	  [FE]  b=0]>	17540	1
105238	[BUG]  [BUGGY]  if(this.value!=  0.0)  {  this.value  =(double)(this.value  /  2.0);  }  else  {  this.value  =(float)(this.value  /  2.0);  }  [FE]  b=0]>  [CONTEXT]            public  ValueMarker(double  value,  Paint  paint,  Stroke  stroke,  Paint  outlinePaint,  Stroke  outlineStroke,  float  alpha)  {  super(paint,  stroke,  paint,  stroke,  alpha);            [BUGGY]  if(this.value!=  0.0)  {  this.value  =(double)(this.value  /  2.0);  }  else  {  this.value  =(float)(this.value  /  2.0);  }  [BUGGY]            }  [CLASS]  ValueMarker  [METHOD]  <init>  [RETURN_TYPE]  Stroke,float)  double  value  Paint  paint  Stroke  stroke  Paint  outlinePaint  Stroke  outlineStroke  float  alpha  [VARIABLES]  Stroke  outlineStroke  stroke  Paint  outlinePaint  paint  boolean  float  alpha  double  value  	projects/Chart20/source/org/jfree/chart/plot/ValueMarker.java	1.0	96	96	1	replace	if(this.value!=  0.0)  {  this.value  =(double)(this.value  /  2.0);  }  else  {  this.value  =(float)(this.value  /  2.0);  }	  	compilable	  [FE]  b=0]>	17540	1
111722	[BUG]  [BUGGY]  [FE]  b=0]>  [CONTEXT]            public  ValueMarker(double  value,  Paint  paint,  Stroke  stroke,  Paint  outlinePaint,  Stroke  outlineStroke,  float  alpha)  {  super(paint,  stroke,  paint,  stroke,  alpha);            [BUGGY]  if(this.value!=  0.0)  {  this.value  =(float)(this.value  /  2);  }  else  {  this.value  =(float)(this.value  /  2);  }  [BUGGY]            }  [CLASS]  ValueMarker  [METHOD]  <init>  [RETURN_TYPE]  Stroke,float)  double  value  Paint  paint  Stroke  stroke  Paint  outlinePaint  Stroke  outlineStroke  float  alpha  [VARIABLES]  Stroke  outlineStroke  stroke  Paint  outlinePaint  paint  boolean  float  alpha  double  value  	projects/Chart20/source/org/jfree/chart/plot/ValueMarker.java	1.0	96	96	1	add	if(this.value!=  0.0)  {  this.value  =(float)(this.value  /  2);  }  else  {  this.value  =(float)(this.value  /  2);  }	  	compilable	  [FE]  b=0]>	18621	1
111723	[BUG]  [BUGGY]  if(this.value!=  0.0)  {  this.value  =(float)(this.value  /  2);  }  else  {  this.value  =(float)(this.value  /  2);  }  [FE]  b=0]>  [CONTEXT]            public  ValueMarker(double  value,  Paint  paint,  Stroke  stroke,  Paint  outlinePaint,  Stroke  outlineStroke,  float  alpha)  {  super(paint,  stroke,  paint,  stroke,  alpha);            [BUGGY]  if(this.value!=  0.0)  {  this.value  =(float)(this.value  /  2);  }  else  {  this.value  =(float)(this.value  /  2);  }  [BUGGY]            }  [CLASS]  ValueMarker  [METHOD]  <init>  [RETURN_TYPE]  Stroke,float)  double  value  Paint  paint  Stroke  stroke  Paint  outlinePaint  Stroke  outlineStroke  float  alpha  [VARIABLES]  Stroke  outlineStroke  stroke  Paint  outlinePaint  paint  boolean  float  alpha  double  value  	projects/Chart20/source/org/jfree/chart/plot/ValueMarker.java	1.0	96	96	1	replace	if(this.value!=  0.0)  {  this.value  =(float)(this.value  /  2);  }  else  {  this.value  =(float)(this.value  /  2);  }	  	compilable	  [FE]  b=0]>	18621	1
111723	[BUG]  [BUGGY]  [FE]  b=0]>  [CONTEXT]            public  ValueMarker(double  value,  Paint  paint,  Stroke  stroke,  Paint  outlinePaint,  Stroke  outlineStroke,  float  alpha)  {  super(paint,  stroke,  paint,  stroke,  alpha);            [BUGGY]  if(this.value!=  0.0)  {  this.value  =(float)(this.value  /  2);  }  else  {  this.value  =(float)(this.value  %  2);  }  [BUGGY]            }  [CLASS]  ValueMarker  [METHOD]  <init>  [RETURN_TYPE]  Stroke,float)  double  value  Paint  paint  Stroke  stroke  Paint  outlinePaint  Stroke  outlineStroke  float  alpha  [VARIABLES]  Stroke  outlineStroke  stroke  Paint  outlinePaint  paint  boolean  float  alpha  double  value  	projects/Chart20/source/org/jfree/chart/plot/ValueMarker.java	1.0	96	96	1	add	if(this.value!=  0.0)  {  this.value  =(float)(this.value  /  2);  }  else  {  this.value  =(float)(this.value  %  2);  }	  	compilable	  [FE]  b=0]>	18621	1
111724	[BUG]  [BUGGY]  if(this.value!=  0.0)  {  this.value  =(float)(this.value  /  2);  }  else  {  this.value  =(float)(this.value  %  2);  }  [FE]  b=0]>  [CONTEXT]            public  ValueMarker(double  value,  Paint  paint,  Stroke  stroke,  Paint  outlinePaint,  Stroke  outlineStroke,  float  alpha)  {  super(paint,  stroke,  paint,  stroke,  alpha);            [BUGGY]  if(this.value!=  0.0)  {  this.value  =(float)(this.value  /  2);  }  else  {  this.value  =(float)(this.value  %  2);  }  [BUGGY]            }  [CLASS]  ValueMarker  [METHOD]  <init>  [RETURN_TYPE]  Stroke,float)  double  value  Paint  paint  Stroke  stroke  Paint  outlinePaint  Stroke  outlineStroke  float  alpha  [VARIABLES]  Stroke  outlineStroke  stroke  Paint  outlinePaint  paint  boolean  float  alpha  double  value  	projects/Chart20/source/org/jfree/chart/plot/ValueMarker.java	1.0	96	96	1	replace	if(this.value!=  0.0)  {  this.value  =(float)(this.value  /  2);  }  else  {  this.value  =(float)(this.value  %  2);  }	  	compilable	  [FE]  b=0]>	18621	1
111685	[BUG]  [BUGGY]  [FE]  AssertionFailedError  [CONTEXT]            public  ValueMarker(double  value,  Paint  paint,  Stroke  stroke,  Paint  outlinePaint,  Stroke  outlineStroke,  float  alpha)  {  super(paint,  stroke,  paint,  stroke,  alpha);            [BUGGY]  this.value  =(double)(this.value  /  2);  if(this.value  >=  0.0)  {  this.value  =(double)(this.value  /  2);  }  [BUGGY]            }  [CLASS]  ValueMarker  [METHOD]  <init>  [RETURN_TYPE]  Stroke,float)  double  value  Paint  paint  Stroke  stroke  Paint  outlinePaint  Stroke  outlineStroke  float  alpha  [VARIABLES]  Stroke  outlineStroke  stroke  Paint  outlinePaint  paint  boolean  float  alpha  double  value  	projects/Chart20/source/org/jfree/chart/plot/ValueMarker.java	1.0	96	96	1	add	this.value  =(double)(this.value  /  2);  if(this.value  >=  0.0)  {  this.value  =(double)(this.value  /  2);  }	  if(this.value    >    0.0)    {    this.value    =(double)(this.value    /    2);    }    else    {    this.value    =(double)(this.value    /    2);    }    	compilable	  [FE]  AssertionFailedError	18615	1
111686	[BUG]  [BUGGY]  this.value  =(double)(this.value  /  2);  if(this.value  >=  0.0)  {  this.value  =(double)(this.value  /  2);  }  [FE]  AssertionFailedError  [CONTEXT]            public  ValueMarker(double  value,  Paint  paint,  Stroke  stroke,  Paint  outlinePaint,  Stroke  outlineStroke,  float  alpha)  {  super(paint,  stroke,  paint,  stroke,  alpha);            [BUGGY]  this.value  =(double)(this.value  /  2);  if(this.value  >=  0.0)  {  this.value  =(double)(this.value  /  2);  }  [BUGGY]            }  [CLASS]  ValueMarker  [METHOD]  <init>  [RETURN_TYPE]  Stroke,float)  double  value  Paint  paint  Stroke  stroke  Paint  outlinePaint  Stroke  outlineStroke  float  alpha  [VARIABLES]  Stroke  outlineStroke  stroke  Paint  outlinePaint  paint  boolean  float  alpha  double  value  	projects/Chart20/source/org/jfree/chart/plot/ValueMarker.java	1.0	96	96	1	replace	this.value  =(double)(this.value  /  2);  if(this.value  >=  0.0)  {  this.value  =(double)(this.value  /  2);  }	  if(this.value    >    0.0)    {    this.value    =(double)(this.value    /    2);    }    else    {    this.value    =(double)(this.value    /    2);    }    	compilable	  [FE]  AssertionFailedError	18615	1
111686	[BUG]  [BUGGY]  [FE]  AssertionFailedError  [CONTEXT]            public  ValueMarker(double  value,  Paint  paint,  Stroke  stroke,  Paint  outlinePaint,  Stroke  outlineStroke,  float  alpha)  {  super(paint,  stroke,  paint,  stroke,  alpha);            [BUGGY]  this.value  =(double)(this.value  /  2);  if(this.value!=  0.0)  {  this.value  =(double)(this.value  /  2);  }  [BUGGY]            }  [CLASS]  ValueMarker  [METHOD]  <init>  [RETURN_TYPE]  Stroke,float)  double  value  Paint  paint  Stroke  stroke  Paint  outlinePaint  Stroke  outlineStroke  float  alpha  [VARIABLES]  Stroke  outlineStroke  stroke  Paint  outlinePaint  paint  boolean  float  alpha  double  value  	projects/Chart20/source/org/jfree/chart/plot/ValueMarker.java	1.0	96	96	1	add	this.value  =(double)(this.value  /  2);  if(this.value!=  0.0)  {  this.value  =(double)(this.value  /  2);  }	  if(this.value    >    0.0)    {    this.value    =(double)(this.value    /    2);    }    else    {    this.value    =(double)(this.value    /    2);    }    	compilable	  [FE]  AssertionFailedError	18615	1
111687	[BUG]  [BUGGY]  this.value  =(double)(this.value  /  2);  if(this.value!=  0.0)  {  this.value  =(double)(this.value  /  2);  }  [FE]  AssertionFailedError  [CONTEXT]            public  ValueMarker(double  value,  Paint  paint,  Stroke  stroke,  Paint  outlinePaint,  Stroke  outlineStroke,  float  alpha)  {  super(paint,  stroke,  paint,  stroke,  alpha);            [BUGGY]  this.value  =(double)(this.value  /  2);  if(this.value!=  0.0)  {  this.value  =(double)(this.value  /  2);  }  [BUGGY]            }  [CLASS]  ValueMarker  [METHOD]  <init>  [RETURN_TYPE]  Stroke,float)  double  value  Paint  paint  Stroke  stroke  Paint  outlinePaint  Stroke  outlineStroke  float  alpha  [VARIABLES]  Stroke  outlineStroke  stroke  Paint  outlinePaint  paint  boolean  float  alpha  double  value  	projects/Chart20/source/org/jfree/chart/plot/ValueMarker.java	1.0	96	96	1	replace	this.value  =(double)(this.value  /  2);  if(this.value!=  0.0)  {  this.value  =(double)(this.value  /  2);  }	  if(this.value    >    0.0)    {    this.value    =(double)(this.value    /    2);    }    else    {    this.value    =(double)(this.value    /    2);    }    	compilable	  [FE]  AssertionFailedError	18615	1
105212	[BUG]  [BUGGY]  [FE]  AssertionFailedError  [CONTEXT]            public  ValueMarker(double  value,  Paint  paint,  Stroke  stroke,  Paint  outlinePaint,  Stroke  outlineStroke,  float  alpha)  {  super(paint,  stroke,  paint,  stroke,  alpha);            [BUGGY]  this.value  =(double)(this.value  /  2.0);  if(this.value  >=  0.0)  {  this.value  =(double)(this.value  /  2.0);  }  [BUGGY]            }  [CLASS]  ValueMarker  [METHOD]  <init>  [RETURN_TYPE]  Stroke,float)  double  value  Paint  paint  Stroke  stroke  Paint  outlinePaint  Stroke  outlineStroke  float  alpha  [VARIABLES]  Stroke  outlineStroke  stroke  Paint  outlinePaint  paint  boolean  float  alpha  double  value  	projects/Chart20/source/org/jfree/chart/plot/ValueMarker.java	1.0	96	96	1	add	this.value  =(double)(this.value  /  2.0);  if(this.value  >=  0.0)  {  this.value  =(double)(this.value  /  2.0);  }	  if(this.value    >    0.0)    {    this.value    =(double)(this.value    /    2.0);    }    else    {    this.value    =(double)(this.value    %    2.0);    }    	compilable	  [FE]  AssertionFailedError	17536	1
105213	[BUG]  [BUGGY]  this.value  =(double)(this.value  /  2.0);  if(this.value  >=  0.0)  {  this.value  =(double)(this.value  /  2.0);  }  [FE]  AssertionFailedError  [CONTEXT]            public  ValueMarker(double  value,  Paint  paint,  Stroke  stroke,  Paint  outlinePaint,  Stroke  outlineStroke,  float  alpha)  {  super(paint,  stroke,  paint,  stroke,  alpha);            [BUGGY]  this.value  =(double)(this.value  /  2.0);  if(this.value  >=  0.0)  {  this.value  =(double)(this.value  /  2.0);  }  [BUGGY]            }  [CLASS]  ValueMarker  [METHOD]  <init>  [RETURN_TYPE]  Stroke,float)  double  value  Paint  paint  Stroke  stroke  Paint  outlinePaint  Stroke  outlineStroke  float  alpha  [VARIABLES]  Stroke  outlineStroke  stroke  Paint  outlinePaint  paint  boolean  float  alpha  double  value  	projects/Chart20/source/org/jfree/chart/plot/ValueMarker.java	1.0	96	96	1	replace	this.value  =(double)(this.value  /  2.0);  if(this.value  >=  0.0)  {  this.value  =(double)(this.value  /  2.0);  }	  if(this.value    >    0.0)    {    this.value    =(double)(this.value    /    2.0);    }    else    {    this.value    =(double)(this.value    %    2.0);    }    	compilable	  [FE]  AssertionFailedError	17536	1
